類別	名稱	地址	縣市	鄉鎮
萊爾富	北市南港二店	115台北市南港區忠孝東路七段639號	台北市	南港區
萊爾富	北市南港三店	115台北市南港區忠孝東路六段252號	台北市	南港區
萊爾富	北市昆陽店	115台北市南港區昆陽街99號	台北市	南港區
萊爾富	北市世新店	116台北市文山區木柵路一段8號	台北市	文山區
萊爾富	北市木新二店	116台北市文山區木新路三段232巷6弄18號	台北市	文山區
萊爾富	車麗屋基隆店	202基隆市中正區中正路58號	基隆市	萬華區
萊爾富	北縣橋安店	235新北市中和區中山路2段352號	新北市	七堵區
萊爾富	北縣嘉和店	235新北市中和區中和路414號	新北市	七堵區
萊爾富	北縣水源店	235新北市中和區水源路73號	新北市	七堵區
萊爾富	北縣遠東店	235新北市中和區建八路116號	新北市	七堵區
萊爾富	北縣福美店	235新北市中和區莊敬路29號	新北市	七堵區
萊爾富	北縣連城店	235新北市中和區連城路47巷1號	新北市	七堵區
萊爾富	北縣平安店	235新北市中和區景安路152號	新北市	七堵區
萊爾富	北縣南勢店	235新北市中和區興南路二段116、118號	新北市	七堵區
萊爾富	車麗屋宜蘭店	260宜蘭縣宜蘭市中山路五段327號	宜蘭縣	土城區
萊爾富	竹北華興店	302新竹縣竹北市華興街228號	新竹縣	蘇澳鎮
萊爾富	中壢中山店	320桃園市中壢區中山路438號	桃園市	湖口鄉
萊爾富	中壢中正店(暫歇中)	320桃園市中壢區中正路483號	桃園市	湖口鄉
萊爾富	車麗屋中壢店	320桃園市中壢區中華路二段66號	桃園市	湖口鄉
萊爾富	中壢光中店	320桃園市中壢區五光一街1號+中正路665號	桃園市	湖口鄉
萊爾富	中壢永興店	320桃園市中壢區永興街28號	桃園市	湖口鄉
萊爾富	中壢工業店	320桃園市中壢區自強一路100.102號	桃園市	湖口鄉
萊爾富	中壢正神店	320桃園市中壢區忠孝路107、109號	桃園市	湖口鄉
萊爾富	中壢環北店	320桃園市中壢區環北路1號	桃園市	湖口鄉
萊爾富	大里東榮店	412台中市大里區東榮路358號	台中市	三義鄉
萊爾富	彰化國聖店	500彰化縣彰化市中山路三段706號	彰化縣	西區
萊爾富	中聯彰化店	500彰化縣彰化市中正路二段680號1樓部份	彰化縣	西區
萊爾富	車麗屋金馬店	500彰化縣彰化市金馬路三段198號	彰化縣	西區
萊爾富	彰化金馬店	500彰化縣彰化市金馬路三段497號	彰化縣	西區
萊爾富	有省錢南陽店	540南投縣南投市南陽路69號1樓部份	南投縣	花壇鄉
萊爾富	好鄰居彰南店	540南投縣南投市彰南路三段539號1樓部份	南投縣	花壇鄉
萊爾富	車麗屋台南店	700台南市中西區中華西路二段76號	台南市	西螺鎮
萊爾富	高市陸橋店	811高雄市楠梓區高楠公路1757號	高雄市	南化區
萊爾富	高縣鳳仁店	814高雄市仁武區永宏巷2號	高雄市	北門區
萊爾富	新竹錦華店	300新竹市東區中央路183號	新竹市	金湖鎮
萊爾富	車麗屋新竹店	300新竹市東區中華路一段208號	新竹市	金湖鎮
萊爾富	新竹民權店	300新竹市東區民生路113號	新竹市	金湖鎮
萊爾富	新竹民族店	300新竹市東區民族路74號,民權路72號	新竹市	金湖鎮
萊爾富	新竹金城店	300新竹市東區光復路二段148號	新竹市	金湖鎮
萊爾富	新竹西大店	300新竹市東區西大路119號	新竹市	金湖鎮
萊爾富	新竹武昌店	300新竹市東區武昌街12號	新竹市	金湖鎮
萊爾富	新竹南大三店	300新竹市東區南大路555號	新竹市	金湖鎮
