類別	編號	名稱	地址	縣市	鄉鎮	經度	緯度
公車站牌	134269	苗栗工藝園區		MiaoliCounty		120.816871	24.533204	
公車站牌	134270	苗栗交流道		MiaoliCounty		120.821439	24.52029	
公車站牌	134271	公館鄉公所		MiaoliCounty		120.826956	24.505724	
公車站牌	134272	苗栗農改場		MiaoliCounty		120.828095	24.495161	
公車站牌	134273	苗栗特色館		MiaoliCounty		120.82833	24.489392	
公車站牌	134274	雪霸國家公園管理處		MiaoliCounty		120.876653	24.451897	
公車站牌	134356	國家衛生研究院		MiaoliCounty		120.915183	24.707165	
公車站牌	134358	建國路口		MiaoliCounty		120.909182	24.695758	
公車站牌	134361	頭份運動公園		MiaoliCounty		120.892911	24.689364	
公車站牌	134362	苗北藝文中心		MiaoliCounty		120.886181	24.690588	
公車站牌	134363	苗北藝文中心		MiaoliCounty		120.886062	24.690389	
公車站牌	134364	竹南火車站(東站)		MiaoliCounty		120.882025	24.685944	
公車站牌	134365	尖山米粉街口		MiaoliCounty		120.879707	24.663886	
公車站牌	134366	德照橋		MiaoliCounty		120.863898	24.656912	
公車站牌	134367	談文		MiaoliCounty		120.852974	24.654094	
公車站牌	134368	育達科大		MiaoliCounty		120.845543	24.647595	
公車站牌	134371	國華路口		MiaoliCounty		120.820216	24.574976	
公車站牌	134374	苗栗火車站(西站)		MiaoliCounty		120.820983	24.569875	
公車站牌	134378	縣政府		MiaoliCounty		120.82159497	24.563421	
公車站牌	134380	小巨蛋		MiaoliCounty		120.815059	24.564017	
公車站牌	134381	南苗派出所		MiaoliCounty		120.81413	24.551268	
公車站牌	134383	聯合大學		MiaoliCounty		120.811868	24.545504	
公車站牌	134384	苗栗工藝園區		MiaoliCounty		120.817305	24.532898	
公車站牌	134385	苗栗交流道		MiaoliCounty		120.821656	24.520488	
公車站牌	134387	公館鄉公所		MiaoliCounty		120.826836	24.506717	
公車站牌	134388	苗栗農改場		MiaoliCounty		120.827967	24.495125	
公車站牌	134390	苗栗特色館		MiaoliCounty		120.828478	24.489419	
公車站牌	136755	西山尾		MiaoliCounty		120.817149	24.587527	
公車站牌	136756	西山尾		MiaoliCounty		120.816494	24.588229	
公車站牌	137799	育達校區		MiaoliCounty		120.84209	24.6503	
公車站牌	138143	石墻		MiaoliCounty		120.816811	24.483798	
公車站牌	138144	石墻		MiaoliCounty		120.816829	24.483808	
公車站牌	104024	和調里		ChanghuaCounty		120.554138	24.08461	
公車站牌	104983	彰化縣原住民生活館		ChanghuaCounty		120.56004	24.0865	
公車站牌	112329	草屯		ChanghuaCounty		120.68385	23.97627	
公車站牌	113168	二林站		ChanghuaCounty		120.36983	23.90008	
公車站牌	115477	彰化		ChanghuaCounty		120.539383	24.081622	
公車站牌	115675	市公所		ChanghuaCounty		120.54244	24.0817	
公車站牌	115937	西門		ChanghuaCounty		120.475805240922	23.9594715357827	
公車站牌	116244	中小企銀		ChanghuaCounty		120.54144	24.08066	
公車站牌	116573	橋南		ChanghuaCounty		120.478803	24.084552	
公車站牌	117611	民生路口		ChanghuaCounty		120.54192	24.08237	
公車站牌	117621	二林工商		ChanghuaCounty		120.37744	23.89943	
公車站牌	117683	二林工商		ChanghuaCounty		120.37618	23.89961	
公車站牌	119784	工藝中心		ChanghuaCounty		120.69182	23.97979	
公車站牌	119875	南開科技大學		ChanghuaCounty		120.697367	23.978959	
公車站牌	119877	工藝中心		ChanghuaCounty		120.6915	23.97988	
公車站牌	123388	市子尾		ChanghuaCounty		120.55104	24.08433	
公車站牌	123390	中庄子		ChanghuaCounty		120.56678	24.08797	
公車站牌	123391	山子腳		ChanghuaCounty		120.573210678256	24.0858950333836	
公車站牌	123392	安溪路		ChanghuaCounty		120.5774	24.08545	
公車站牌	123393	大竹		ChanghuaCounty		120.58053251605	24.0850346205956	
公車站牌	123394	鮮乳廠		ChanghuaCounty		120.585498374022	24.0829555818905	
公車站牌	123395	香山里		ChanghuaCounty		120.590226542147	24.082813673014	
公車站牌	123396	牛埔里		ChanghuaCounty		120.59689	24.08197	
公車站牌	123397	田中路		ChanghuaCounty		120.60278	24.081233	
公車站牌	123398	小墾丁		ChanghuaCounty		120.60766	24.07623	
公車站牌	123399	下快官		ChanghuaCounty		120.61044	24.07279	
公車站牌	123400	快官國小		ChanghuaCounty		120.61316	24.06931	
公車站牌	123401	快官		ChanghuaCounty		120.61444	24.06705	
公車站牌	123402	上快官		ChanghuaCounty		120.61774	24.06243	
公車站牌	123403	石牌坑		ChanghuaCounty		120.618129238567	24.0596676491839	
公車站牌	123404	福田里		ChanghuaCounty		120.61958	24.05486	
公車站牌	123405	溪尾寮路		ChanghuaCounty		120.62124	24.05022	
公車站牌	123406	新厝子		ChanghuaCounty		120.622	24.04563	
公車站牌	123407	觀光果園		ChanghuaCounty		120.62272	24.03895	
公車站牌	123408	舊社		ChanghuaCounty		120.624357848558	24.0265413590134	
公車站牌	123409	竹林		ChanghuaCounty		120.62518	24.0214	
公車站牌	123410	芬園農會		ChanghuaCounty		120.62762	24.01792	
公車站牌	123411	社口		ChanghuaCounty		120.6285	24.01421	
公車站牌	123412	電信局		ChanghuaCounty		120.62837	24.00995	
公車站牌	123413	芬園		ChanghuaCounty		120.62835	24.0071	
公車站牌	123414	寶藏寺		ChanghuaCounty		120.62982	24.00307	
公車站牌	123415	下山腳		ChanghuaCounty		120.63058	24.00053	
公車站牌	123416	猴坑口		ChanghuaCounty		120.6314	23.9975	
公車站牌	123417	縣庄		ChanghuaCounty		120.635037	23.992347	
公車站牌	123418	謝厝		ChanghuaCounty		120.635299575359	23.9912373742987	
公車站牌	123419	派出所前		ChanghuaCounty		120.637616921988	23.9879219694772	
公車站牌	123420	寶山國小		ChanghuaCounty		120.640578052489	23.9859636497394	
公車站牌	123421	靈安宮		ChanghuaCounty		120.64485	23.97315	
公車站牌	123422	碧山		ChanghuaCounty		120.644563160436	23.9708736414312	
公車站牌	123439	碧山		ChanghuaCounty		120.6447	23.97091	
公車站牌	123440	靈安宮		ChanghuaCounty		120.64495	23.9731	
公車站牌	123441	寶山國小		ChanghuaCounty		120.64065	23.98611	
公車站牌	123442	派出所前		ChanghuaCounty		120.63771	23.98803	
公車站牌	123443	謝厝		ChanghuaCounty		120.6354	23.99123	
公車站牌	123444	縣庄		ChanghuaCounty		120.635082	23.992449	
公車站牌	123445	猴坑口		ChanghuaCounty		120.63143	23.99772	
公車站牌	123446	下山腳		ChanghuaCounty		120.63077	24.00018	
公車站牌	123447	寶藏寺		ChanghuaCounty		120.62993	24.00303	
公車站牌	123448	芬園		ChanghuaCounty		120.62842	24.00713	
公車站牌	123449	電信局		ChanghuaCounty		120.62851	24.01013	
公車站牌	123450	社口		ChanghuaCounty		120.62855	24.01413	
公車站牌	123451	芬園農會		ChanghuaCounty		120.62758	24.0183	
公車站牌	123452	竹林		ChanghuaCounty		120.62542	24.0215	
公車站牌	123453	舊社		ChanghuaCounty		120.62452	24.02655	
公車站牌	123454	觀光果園		ChanghuaCounty		120.62292	24.03913	
公車站牌	123455	新厝子		ChanghuaCounty		120.62223	24.0454	
公車站牌	123456	溪尾寮路		ChanghuaCounty		120.62142	24.05046	
公車站牌	123457	福田里		ChanghuaCounty		120.61987	24.05489	
公車站牌	123458	石牌坑		ChanghuaCounty		120.61824	24.05969	
公車站牌	123459	上快官		ChanghuaCounty		120.617831	24.062659	
公車站牌	123460	快官		ChanghuaCounty		120.61457	24.06709	
公車站牌	123461	快官國小		ChanghuaCounty		120.61292	24.06924	
公車站牌	123462	下快官		ChanghuaCounty		120.61014	24.07327	
公車站牌	123463	小墾丁		ChanghuaCounty		120.6074	24.07689	
公車站牌	123464	田中路		ChanghuaCounty		120.60312	24.0812	
公車站牌	123465	牛埔里		ChanghuaCounty		120.59782	24.08191	
公車站牌	123466	香山里		ChanghuaCounty		120.59023	24.08294	
公車站牌	123468	大竹		ChanghuaCounty		120.58057	24.08516	
公車站牌	123469	安溪路		ChanghuaCounty		120.57723	24.08556	
公車站牌	123470	山子腳		ChanghuaCounty		120.57322	24.08604	
公車站牌	123471	中庄子		ChanghuaCounty		120.56682	24.08821	
公車站牌	123472	市子尾		ChanghuaCounty		120.55107	24.08431	
公車站牌	123473	車路口		ChanghuaCounty		120.54478	24.08314	
公車站牌	124262	北勢頭		ChanghuaCounty		120.62385	24.02903	
公車站牌	124291	北勢頭		ChanghuaCounty		120.62405	24.02882	
公車站牌	126826	炎峰國小		ChanghuaCounty		120.684533	23.974119	
公車站牌	126835	炎峰國小		ChanghuaCounty		120.684889	23.974202	
公車站牌	127349	農會前		ChanghuaCounty		120.68183	23.97808	
公車站牌	127350	碧山南路		ChanghuaCounty		120.676372294953	23.9782722813663	
公車站牌	127351	加油站		ChanghuaCounty		120.67192	23.97727	
公車站牌	127352	復興里		ChanghuaCounty		120.667782783949	23.9762479690342	
公車站牌	127353	北投埔		ChanghuaCounty		120.664425145803	23.9754380579013	
公車站牌	127354	南北投埔		ChanghuaCounty		120.656857000396	23.9735952330122	
公車站牌	127355	月眉厝		ChanghuaCounty		120.65002	23.97102	
公車站牌	127364	月眉厝		ChanghuaCounty		120.65003	23.97083	
公車站牌	127365	南北投埔		ChanghuaCounty		120.6569	23.97343	
公車站牌	127366	北投埔		ChanghuaCounty		120.66445	23.97535	
公車站牌	127367	復興里		ChanghuaCounty		120.66781	23.97615	
公車站牌	127368	加油站		ChanghuaCounty		120.6716	23.97708	
公車站牌	127369	碧山南路		ChanghuaCounty		120.67637	23.97818	
公車站牌	127370	農會前		ChanghuaCounty		120.68177	23.978	
公車站牌	129407	育英街口		ChanghuaCounty		120.68939	23.97687	
公車站牌	129408	育英街口		ChanghuaCounty		120.68904	23.97693	
公車站牌	131598	縣安路口		ChanghuaCounty		120.633921	23.994154	
公車站牌	131599	縣安路口		ChanghuaCounty		120.633659	23.994316	
公車站牌	131946	碧峰		ChanghuaCounty		120.66096	23.974528	
公車站牌	131947	碧峰		ChanghuaCounty		120.660805	23.974411	
公車站牌	134066	彰化站		ChanghuaCounty		120.539521	24.081634	
公車站牌	134067	市場前		ChanghuaCounty		120.435415	24.053683	
公車站牌	134069	市場前		ChanghuaCounty		120.435413	24.053705	
公車站牌	134071	民生路口		ChanghuaCounty		120.54192	24.08237	
公車站牌	134072	地藏王廟		ChanghuaCounty		120.43698	24.048132	
公車站牌	134074	地藏王廟		ChanghuaCounty		120.436998	24.048292	
公車站牌	134075	車路口		ChanghuaCounty		120.54492	24.08307	
公車站牌	134076	彰化站		ChanghuaCounty		120.539475	24.082257	
公車站牌	134078	莒光站		ChanghuaCounty		120.566727	23.961417	
公車站牌	134082	市子尾		ChanghuaCounty		120.551055	24.084308	
公車站牌	134084	員林站		ChanghuaCounty		120.570677	23.961437	
公車站牌	134085	和調里		ChanghuaCounty		120.554684	24.084793	
公車站牌	134087	彰化縣原住民生活館		ChanghuaCounty		120.560084	24.086534	
公車站牌	134089	三角公園		ChanghuaCounty		120.540313	24.078852	
公車站牌	134090	中庄子		ChanghuaCounty		120.56678	24.08797	
公車站牌	134091	溪畔		ChanghuaCounty		120.53705	23.901738	
公車站牌	134092	溪畔		ChanghuaCounty		120.537533	23.901845	
公車站牌	134094	山子腳		ChanghuaCounty		120.573211	24.085895	
公車站牌	134096	三角公園		ChanghuaCounty		120.54042	24.078927	
公車站牌	134098	台銀前		ChanghuaCounty		120.542099	24.078344	
公車站牌	134099	安溪路		ChanghuaCounty		120.5774	24.08545	
公車站牌	134102	縣議會		ChanghuaCounty		120.545412	24.078192	
公車站牌	134103	大竹		ChanghuaCounty		120.580532	24.085035	
公車站牌	134104	縣議會		ChanghuaCounty		120.545576	24.078058	
公車站牌	134105	鮮乳廠		ChanghuaCounty		120.585584	24.082919	
公車站牌	134108	華陽市場		ChanghuaCounty		120.546965	24.074878	
公車站牌	134110	香山里		ChanghuaCounty		120.590227	24.082814	
公車站牌	134112	華陽市場		ChanghuaCounty		120.546276	24.075286	
公車站牌	134113	牛埔里		ChanghuaCounty		120.59689	24.08197	
公車站牌	134116	彰化中學		ChanghuaCounty		120.549071	24.073057	
公車站牌	134118	彰化中學		ChanghuaCounty		120.548914	24.072878	
公車站牌	134121	彰商		ChanghuaCounty		120.552654	24.073196	
公車站牌	134123	保警新村		ChanghuaCounty		120.555541	24.072672	
公車站牌	134124	一德南路		ChanghuaCounty		120.601589	24.080234	
公車站牌	134125	華陽公園		ChanghuaCounty		120.557354	24.070331	
公車站牌	134126	台鳳社區		ChanghuaCounty		120.598232	24.073291	
公車站牌	134128	廣鳳宮		ChanghuaCounty		120.598878	24.071408	
公車站牌	134129	東南門		ChanghuaCounty		120.555334	24.065906	
公車站牌	134130	介壽南路(彰化高中)		ChanghuaCounty		120.551795	24.070821	
公車站牌	134131	太極新村		ChanghuaCounty		120.550013	24.07056	
公車站牌	134132	建國科大		ChanghuaCounty		120.548446	24.067907	
公車站牌	134133	大學前		ChanghuaCounty		120.547964	24.068678	
公車站牌	134134	南郭國小		ChanghuaCounty		120.547804	24.07096	
公車站牌	134137	彰化站		ChanghuaCounty		120.539406	24.082044	
公車站牌	134138	百姓公廟		ChanghuaCounty		120.537257	24.078027	
公車站牌	134139	民族路口		ChanghuaCounty		120.538858	24.072599	
公車站牌	134140	彰基醫院		ChanghuaCounty		120.544261	24.070985	
公車站牌	134141	彰化縣政府		ChanghuaCounty		120.54409	24.075736	
公車站牌	134142	文化中心		ChanghuaCounty		120.545002	24.078829	
公車站牌	134144	彰化女中		ChanghuaCounty		120.54433	24.08087	
公車站牌	134145	市公所		ChanghuaCounty		120.542819	24.081603	
公車站牌	134146	民生國小		ChanghuaCounty		120.542184	24.084587	
公車站牌	134147	火車站		ChanghuaCounty		120.539406	24.082044	
公車站牌	134167	永靖		ChanghuaCounty		120.54788	23.920321	
公車站牌	134168	永靖		ChanghuaCounty		120.547954	23.920191	
公車站牌	134169	太平		ChanghuaCounty		120.557832	23.937461	
公車站牌	134170	太平		ChanghuaCounty		120.55768	23.9371	
公車站牌	134171	高鐵彰化站		ChanghuaCounty		120.57527	23.87476	
公車站牌	134174	中央里		ChanghuaCounty		120.56154	23.94323	
公車站牌	134175	員林轉運站		ChanghuaCounty		120.569367	23.962357	
公車站牌	134192	員生醫院		ChanghuaCounty		120.566508	23.959318	
公車站牌	134193	員生醫院		ChanghuaCounty		120.566792	23.959298	
公車站牌	134194	中央里		ChanghuaCounty		120.56174	23.94312	
公車站牌	134195	五汴頭		ChanghuaCounty		120.5533	23.92983	
公車站牌	134196	五汴頭		ChanghuaCounty		120.553535	23.929961	
公車站牌	134197	田尾		ChanghuaCounty		120.531854	23.89383	
公車站牌	134198	田尾		ChanghuaCounty		120.532301	23.89391	
公車站牌	134199	田尾國小		ChanghuaCounty		120.52908	23.89192	
公車站牌	134200	田尾國小		ChanghuaCounty		120.52921	23.89159	
公車站牌	134201	田中火車站		ChanghuaCounty		120.59052	23.85795	
公車站牌	135704	彰化銀行		ChanghuaCounty		120.540348	24.079828	
公車站牌	135705	彰化銀行		ChanghuaCounty		120.540453	24.080005	
公車站牌	135706	台銀前		ChanghuaCounty		120.54211	24.07823	
公車站牌	135707	交通隊		ChanghuaCounty		120.54444	24.07726	
公車站牌	135708	孔子廟		ChanghuaCounty		120.54379	24.07845	
公車站牌	135709	彰化縣政府		ChanghuaCounty		120.54388	24.07605	
公車站牌	135710	彰基醫院		ChanghuaCounty		120.54264	24.071487	
公車站牌	135711	彰基醫院		ChanghuaCounty		120.54263	24.07135	
公車站牌	135712	衛生局		ChanghuaCounty		120.541177	24.069201	
公車站牌	135713	衛生局		ChanghuaCounty		120.541155	24.069155	
公車站牌	135714	南瑤宮		ChanghuaCounty		120.538918	24.067348	
公車站牌	135715	南瑤宮		ChanghuaCounty		120.539125	24.067314	
公車站牌	135716	秀傳醫院		ChanghuaCounty		120.537349	24.065223	
公車站牌	135717	秀傳醫院		ChanghuaCounty		120.537523	24.065551	
公車站牌	135718	南興里		ChanghuaCounty		120.53555	24.06125	
公車站牌	135719	南興里		ChanghuaCounty		120.53548	24.06149	
公車站牌	135720	南興國小		ChanghuaCounty		120.534122	24.057505	
公車站牌	135721	南興國小		ChanghuaCounty		120.53416	24.05739	
公車站牌	135722	鑽石城		ChanghuaCounty		120.53358	24.05471	
公車站牌	135723	鑽石城		ChanghuaCounty		120.53389	24.05477	
公車站牌	135724	湳尾		ChanghuaCounty		120.5334	24.05186	
公車站牌	135725	湳尾		ChanghuaCounty		120.53368	24.05197	
公車站牌	135726	頂口庄		ChanghuaCounty		120.53376	24.04436	
公車站牌	135727	頂口庄		ChanghuaCounty		120.5338	24.04545	
公車站牌	135728	口庄		ChanghuaCounty		120.53484	24.04033	
公車站牌	135729	口庄		ChanghuaCounty		120.53501	24.04055	
公車站牌	135730	監理站		ChanghuaCounty		120.53539	24.03721	
公車站牌	135731	監理站		ChanghuaCounty		120.535619	24.037595	
公車站牌	135732	南口庄		ChanghuaCounty		120.53652	24.03402	
公車站牌	135733	南口庄		ChanghuaCounty		120.5369	24.0339	
公車站牌	135734	花壇公所		ChanghuaCounty		120.53769	24.02997	
公車站牌	135735	花壇公所		ChanghuaCounty		120.538055	24.029988	
公車站牌	135736	花壇		ChanghuaCounty		120.53901	24.02627	
公車站牌	135737	花壇		ChanghuaCounty		120.53921	24.026621	
公車站牌	135738	橋頭村		ChanghuaCounty		120.542383	24.022994	
公車站牌	135739	橋頭村		ChanghuaCounty		120.54249	24.02338	
公車站牌	135740	金墩		ChanghuaCounty		120.54996	24.016155	
公車站牌	135741	金墩		ChanghuaCounty		120.55009	24.01639	
公車站牌	135742	中庄		ChanghuaCounty		120.55093	24.01349	
公車站牌	135743	中庄		ChanghuaCounty		120.55128	24.01337	
公車站牌	135744	新龍		ChanghuaCounty		120.555954	24.004154	
公車站牌	135745	新龍		ChanghuaCounty		120.55608	24.00422	
公車站牌	135746	大橋頭		ChanghuaCounty		120.557647	24.000023	
公車站牌	135747	大橋頭		ChanghuaCounty		120.557867	23.999918	
公車站牌	135748	大橋村		ChanghuaCounty		120.5594	23.99612	
公車站牌	135749	大橋村		ChanghuaCounty		120.559659	23.996254	
公車站牌	135750	過溝		ChanghuaCounty		120.561641	23.992698	
公車站牌	135751	過溝		ChanghuaCounty		120.561612	23.993219	
公車站牌	135752	蓮花池		ChanghuaCounty		120.562757	23.990861	
公車站牌	135753	蓮花池		ChanghuaCounty		120.563879	23.989692	
公車站牌	135754	頂犁頭厝		ChanghuaCounty		120.582448	23.992707	
公車站牌	135755	頂犁頭厝		ChanghuaCounty		120.582291	23.994325	
公車站牌	135756	村東國小		ChanghuaCounty		120.58401	23.99143	
公車站牌	135757	村東國小		ChanghuaCounty		120.58372	23.99179	
公車站牌	135758	大葉大學(管院站)		ChanghuaCounty		120.595901	24.000172	
公車站牌	136387	富農		ChanghuaCounty		120.552048	23.886559	
公車站牌	136388	富農		ChanghuaCounty		120.551983	23.886628	
公車站牌	136389	龍潭里		ChanghuaCounty		120.581256	23.865198	
公車站牌	136390	龍潭里		ChanghuaCounty		120.580923	23.865198	
公車站牌	136475	鹿彰		ChanghuaCounty		120.753561519428	23.745921082547	
公車站牌	136478	鹿彰		ChanghuaCounty		120.753635197488	23.7459578887005	
公車站牌	136726	員客二林站		ChanghuaCounty		120.36983	23.90008	
公車站牌	137373	初鄉		ChanghuaCounty		120.735241	23.765271	
公車站牌	137374	初鄉		ChanghuaCounty		120.735159	23.765759	
公車站牌	137375	廣興		ChanghuaCounty		120.761889	23.737482	
公車站牌	137376	廣興		ChanghuaCounty		120.760661	23.738309	
公車站牌	137377	內湖		ChanghuaCounty		120.778196	23.720355	
公車站牌	137378	內湖		ChanghuaCounty		120.77844	23.720039	
公車站牌	137590	彰客彰化站		ChanghuaCounty		120.539521	24.081634	
公車站牌	137591	彰客彰化站		ChanghuaCounty		120.53953	24.08147	
公車站牌	137598	溝皂里		ChanghuaCounty		120.564857	23.948872	
公車站牌	137619	臺鐵田中站		ChanghuaCounty		120.5906	23.85802	
公車站牌	137620	十張犁(田中貓村)		ChanghuaCounty		120.569097	23.86533	
公車站牌	137621	北斗環保公園		ChanghuaCounty		120.534404	23.870876	
公車站牌	137622	北斗		ChanghuaCounty		120.523267	23.873095	
公車站牌	137623	交流道		ChanghuaCounty		120.500171	23.882477	
公車站牌	137624	明道大學		ChanghuaCounty		120.494737	23.869343	
公車站牌	137625	舊眉村		ChanghuaCounty		120.508285	23.863404	
公車站牌	137626	水利前		ChanghuaCounty		120.50061	23.85509	
公車站牌	137627	溪州服務站前		ChanghuaCounty		120.493347	23.853258	
公車站牌	137628	明誠宿舍		ChanghuaCounty		120.494465	23.849078	
公車站牌	137629	溪州公園		ChanghuaCounty		120.496347	23.842461	
公車站牌	137630	明誠宿舍		ChanghuaCounty		120.494176	23.849302	
公車站牌	137631	溪州服務站前		ChanghuaCounty		120.493471	23.852892	
公車站牌	137632	水利前		ChanghuaCounty		120.5007	23.85496	
公車站牌	137633	舊眉村		ChanghuaCounty		120.510551	23.866168	
公車站牌	137634	明道大學		ChanghuaCounty		120.494737	23.869343	
公車站牌	137635	交流道		ChanghuaCounty		120.501909	23.881466	
公車站牌	137636	北斗		ChanghuaCounty		120.523397	23.87298	
公車站牌	137637	北斗環保公園		ChanghuaCounty		120.548787	23.8705	
公車站牌	137638	十張犁(田中貓村)		ChanghuaCounty		120.569437	23.864964	
公車站牌	137639	高鐵彰化站		ChanghuaCounty		120.57527	23.87476	
公車站牌	137647	清水之森		ChanghuaCounty		120.608078	23.885348	
公車站牌	137648	清水岩寺		ChanghuaCounty		120.609642	23.889397	
公車站牌	137649	樂活襪之鄉博物館		ChanghuaCounty		120.601705	23.903332	
公車站牌	137650	福井鐵道文物館		ChanghuaCounty		120.584878	23.896708	
公車站牌	137651	台鐵社頭站		ChanghuaCounty		120.583092	23.895833	
公車站牌	137652	襪仔王觀光工廠		ChanghuaCounty		120.587197	23.875215	
公車站牌	137653	華新MASK創意生活館		ChanghuaCounty		120.56983	23.847043	
公車站牌	137654	田中貓村		ChanghuaCounty		120.568243	23.865662	
公車站牌	137655	北斗老街		ChanghuaCounty		120.524137	23.874997	
公車站牌	137657	愛玩色創意館		ChanghuaCounty		120.509168	23.890713	
公車站牌	137658	冰粽發明館		ChanghuaCounty		120.49482	23.888878	
公車站牌	137659	彰化百寶村		ChanghuaCounty		120.463102	23.89114	
公車站牌	137660	台灣穀堡		ChanghuaCounty		120.458608	23.869932	
公車站牌	137661	溪州公園		ChanghuaCounty		120.496643	23.842333	
公車站牌	137662	萬景藝苑		ChanghuaCounty		120.505902	23.860717	
公車站牌	137691	車籠埔斷層保存園區		ChanghuaCounty		120.710749	23.794647	
公車站牌	137692	車籠埔斷層保存園區		ChanghuaCounty		120.710749	23.794647	
公車站牌	137773	鹿港乘車處		ChanghuaCounty		120.436227	24.060116	
公車站牌	137800	湳港西		ChanghuaCounty		120.543482	23.911991	
公車站牌	137970	橋南		ChanghuaCounty		120.47914	24.08471	
公車站牌	137973	和美(愛惜路)		ChanghuaCounty		120.495473	24.107871	
公車站牌	137976	大社		ChanghuaCounty		120.565606	23.880095	
公車站牌	137977	大社		ChanghuaCounty		120.565766	23.879829	
公車站牌	138039	溪湖		ChanghuaCounty		120.48055	23.95878	
公車站牌	138183	合興		ChanghuaCounty		120.457745	23.892138	
公車站牌	138184	合興		ChanghuaCounty		120.458206	23.892154	
公車站牌	138370	三條國小		ChanghuaCounty		120.495102	23.827504	
公車站牌	138372	張厝村(民生路)		ChanghuaCounty		120.517508	23.814721	
公車站牌	138373	三條國小		ChanghuaCounty		120.495079	23.827632	
公車站牌	138540	碧興路口		ChanghuaCounty		120.654077	23.972662	
公車站牌	138541	碧興路口		ChanghuaCounty		120.654142	23.972665	
公車站牌	138542	上舊社		ChanghuaCounty		120.624208	24.024356	
公車站牌	138543	上舊社		ChanghuaCounty		120.624413	24.024335	
公車站牌	138569	菜公村		ChanghuaCounty		120.498001	23.81531	
公車站牌	138570	菜公村		ChanghuaCounty		120.498294	23.815133	
公車站牌	138571	張厝村(活動中心)		ChanghuaCounty		120.511967	23.815302	
公車站牌	138572	張厝村(活動中心)		ChanghuaCounty		120.511987	23.815132	
公車站牌	138643	溪頭(停車場)		ChanghuaCounty		120.796782	23.676304	
公車站牌	138650	旭光高中		ChanghuaCounty		120.695102	23.979358	
公車站牌	139020	五號仔		ChanghuaCounty		120.494152	23.880991	
公車站牌	139021	五號仔		ChanghuaCounty		120.49406	23.88076	
公車站牌	139053	彰化火車站		ChanghuaCounty		120.53889	24.08161	
公車站牌	139054	車路口		ChanghuaCounty		120.54478	24.08314	
公車站牌	139055	長順街口		ChanghuaCounty		120.54948	24.08406	
公車站牌	139056	長順街口		ChanghuaCounty		120.549684	24.084207	
公車站牌	139057	市子尾		ChanghuaCounty		120.551021	24.084334	
公車站牌	139058	和調里		ChanghuaCounty		120.554171	24.084648	
公車站牌	139059	彰化縣原住民生活館		ChanghuaCounty		120.55975	24.08653	
公車站牌	139060	中庄子		ChanghuaCounty		120.56682	24.08821	
公車站牌	139061	山子腳		ChanghuaCounty		120.573027	24.086137	
公車站牌	139062	安溪路		ChanghuaCounty		120.57723	24.08556	
公車站牌	139063	大竹		ChanghuaCounty		120.58038	24.0853	
公車站牌	139064	鮮乳廠		ChanghuaCounty		120.585332	24.083231	
公車站牌	139065	香山里		ChanghuaCounty		120.59071	24.08301	
公車站牌	139066	臺中國家歌劇院		ChanghuaCounty		120.641507	24.162489	
公車站牌	139067	臺中國家歌劇院		ChanghuaCounty		120.64114	24.1622	
公車站牌	139068	老虎城		ChanghuaCounty		120.63946	24.164798	
公車站牌	139069	老虎城		ChanghuaCounty		120.639645	24.164634	
公車站牌	139070	朝馬轉運站(朝富路)		ChanghuaCounty		120.638043	24.167245	
公車站牌	139071	朝馬轉運站(朝富路)		ChanghuaCounty		120.638006	24.167338	
公車站牌	139644	彰化縣政府		ChanghuaCounty		120.543881	24.075902	
公車站牌	139647	員客溪湖站		ChanghuaCounty		120.480377	23.958707	
公車站牌	139649	梅芳里(活動中心)		ChanghuaCounty		120.436679	23.940574	
公車站牌	139650	二林中科園區		ChanghuaCounty		120.428644	23.933296	
公車站牌	139651	喜樂萬合院區		ChanghuaCounty		120.408188	23.916779	
公車站牌	140200	天主教堂		ChanghuaCounty		120.689269	23.979464	
公車站牌	140201	旭光高中		ChanghuaCounty		120.695083	23.979426	
公車站牌	140202	南開科技大學校區		ChanghuaCounty		120.697017	23.979468	
公車站牌	140283	湳港西		ChanghuaCounty		120.543209	23.912123	
公車站牌	140284	新民國小		ChanghuaCounty		120.585297	23.855553	
公車站牌	140285	彰化女中		ChanghuaCounty		120.544331	24.080871	
公車站牌	140286	彰化縣政府		ChanghuaCounty		120.544041	24.075732	
公車站牌	140288	梅芳里(活動中心)		ChanghuaCounty		120.436935	23.940519	
公車站牌	140289	二林中科園區		ChanghuaCounty		120.428805	23.933336	
公車站牌	140290	喜樂萬合院區		ChanghuaCounty		120.408304	23.916907	
公車站牌	141086	挖仔(泰興宮)		ChanghuaCounty		120.439116	23.950905	
公車站牌	141090	挖仔(泰興宮)		ChanghuaCounty		120.439044	23.950693	
公車站牌	141130	三角公園		ChanghuaCounty		120.540526	24.079001	
公車站牌	141131	縣議會		ChanghuaCounty		120.545327	24.078076	
公車站牌	141132	八卦山天空步道		ChanghuaCounty		120.549827	24.078318	
公車站牌	141133	千禧廣場		ChanghuaCounty		120.551117	24.078706	
公車站牌	141134	八卦山脈生態遊客中心		ChanghuaCounty		120.555583	24.078875	
公車站牌	141135	C119軍機公園		ChanghuaCounty		120.558613	24.078407	
公車站牌	141136	國立彰化生活美學館		ChanghuaCounty		120.557977	24.076513	
公車站牌	141137	成功營區		ChanghuaCounty		120.553794	24.074783	
